이름,카테고리,주소,위도,경도,전화번호,링크
보니스피자펍,음식점>피자,서울특별시 용산구 신흥로3길 2,37.5411986,126.9869245,,
카토,음식점>양식,"서울특별시 용산구 한강대로7길 22-7 1층, 2층",37.5250220,126.9617848,,http://www.instagram.com/katto_yongsan
석암생소금구이 용산점,"한식>육류,고기요리",서울특별시 용산구 한강대로 49 1층,37.5255679,126.9641089,,https://seogam.com/
충무칼국수,"한식>족발,보쌈",서울특별시 용산구 한강대로104길 38 충무칼국수,37.5502498,126.9743444,,
이조순대국,"한식>순대,순댓국",서울특별시 용산구 원효로41길 54 이조순대국,37.5352498,126.9602673,,
가마솥족발순대국,음식점>한식,서울특별시 용산구 후암로 62,37.5514594,126.9771488,,
유진막국수,한식>막국수,서울특별시 용산구 장문로 18,37.5284554,126.9924207,,
장충동한방족발 용산용문시장 본점,"한식>족발,보쌈",서울특별시 용산구 효창원로42길 22 1층 장충동한방족발,37.5363573,126.9601087,,
더기와 용산점,술집>요리주점,"서울특별시 용산구 한강대로38가길 23 1층, 2층",37.5299085,126.9707331,,https://app.catchtable.co.kr/ct/shop/thegiwa_ys
오준이네감자탕 신용산점,한식>감자탕,"서울특별시 용산구 한강대로 120 1, 2층",37.5304035,126.9694334,,https://www.instagram.com/ohjun2ne_official
동백가옥 용산본점,술집>요리주점,서울특별시 용산구 한강대로54길 20-1 동백가옥 용산본점,37.5324991,126.9727947,,https://www.instagram.com/dongbaekgaok
별진화로구이,"한식>육류,고기요리",서울특별시 용산구 한강대로77길 11 1층 별진,37.5417750,126.9721264,,https://app.catchtable.co.kr/ct/shop/rkd0398
세광양대창 용산점,"한식>곱창,막창,양",서울특별시 용산구 한강대로 144 1층,37.5319879,126.9708886,,http://sgfco.kr
효자막창 용산점,"한식>곱창,막창,양",서울특별시 용산구 한강대로52길 22 1층 102호,37.5318320,126.9722641,,https://www.instagram.com/hyojamakchang_ys
우월소곱창 남영직영점,"한식>곱창,막창,양",서울특별시 용산구 한강대로76길 11-44 1층,37.5425786,126.9736580,,
백랑,한식>국밥,서울특별시 용산구 한강대로15길 23 1층,37.5260741,126.9632032,,
말방국밥 용산본점,한식>국밥,서울특별시 용산구 한강대로52길 42 1층,37.5312089,126.9732085,,https://app.catchtable.co.kr/ct/shop/malbang_yongsan?from=share&type=DINING
용문해장국,음식점>한식,"서울특별시 용산구 효창원로 110 1층, 용문해장국 (용문동)",37.5379583,126.9608625,,https://www.instagram.com/yongmunsoup_night/
동아냉면 이태원점,한식>냉면,서울특별시 용산구 대사관로 45-1,37.5337000,127.0032875,,
솔솥 한남점,음식점>한식,서울특별시 용산구 이태원로54가길 26 지하 1층,37.5367846,127.0013978,,https://www.instagram.com/solsot_hannam
토끼정 용산 아이파크몰,음식점>일식>일식당,서울특별시 용산구 한강대로23길 55 아이파크몰 6층 토끼정,37.5297718,126.9647415,,
에비스야 우동 용산점,음식점>일식>일식당,서울특별시 용산구 한강대로15길 26-8 1층,37.5265397,126.9634225,,https://www.instagram.com/ebisuyaudon_kr/
핵밥 숙명여대점,음식점>일식>덮밥,서울특별시 용산구 청파로47길 74 지상2층,37.5450654,126.9664414,,https://www.hecbob.com/
요이땅 남영,술집>이자카야,서울특별시 용산구 한강대로80길 21-3 1층 요이땅 남영,37.5428681,126.9739455,,https://www.instagram.com/yoi___ddang/
마츠도 서울역점,음식점>일식>일본식라면,서울특별시 용산구 한강대로 373-1 1층,37.5517487,126.9720537,,https://www.instagram.com/matsudo_seoul
버거킹 용산이마트점,양식>햄버거,서울특별시 용산구 한강대로23길 55 용산이마트 지하2층,37.5294592,126.9655278,,http://www.burgerking.co.kr/
미미옥 신용산점,음식점>한식,서울특별시 용산구 한강대로15길 27,37.5262851,126.9630047,,https://catchtable.co.kr/mimiok
고청담 용산점,"한식>육류,고기요리",서울특별시 용산구 한강대로 100 아모레퍼시픽 본사 B1F,37.5287912,126.9686735,,https://app.catchtable.co.kr/ct/shop/gocheongdam_yongsan
목계화원,음식점>한식,"서울특별시 용산구 한강대로42길 6 1층, 2층",37.5307011,126.9699684,,https://catchtable.co.kr/mokgyehwawon
948kitchen Blue 용산아이파크몰점,음식점>일식>샤브샤브,"서울특별시 용산구 한강대로23길 55 용산아이파크몰 서관 5층 001, 002호",37.5301411,126.9640469,,https://www.instagram.com/948_kitchen/
구복만두,"음식점>한식>칼국수,만두",서울특별시 용산구 두텁바위로 7,37.5453795,126.9730207,,
문배동육칼 본점,"한식>칼국수,만두",서울특별시 용산구 백범로90길 50,37.5366330,126.9703366,,http://m.smartstore.naver.com/yukkal2020
한남동 감자탕 본점,음식점>한식,서울특별시 용산구 대사관로 73 1층,37.5335499,127.0061771,,
이여곰탕 용산점,"음식점>한식>곰탕,설렁탕",서울특별시 용산구 한강대로 136,37.5314180,126.9703876,,
한촌설렁탕 용산아이파크몰점,"한식>곰탕,설렁탕",서울특별시 용산구 한강대로23길 55 용산역. 동관 4층,37.5304233,126.9651823,,http://www.hanchon.kr/new/board/index.php?board=map_01&sca=all
봉피양 용산점,음식점>한식,서울특별시 용산구 한강대로40길 31,37.5302590,126.9708643,,http://bjgalbi.com
청송식당 용산아이파크몰점,음식점>한식,서울특별시 용산구 한강대로23길 55 용산역 3층 대합실 청송식당,37.5297717,126.9647414,,
나리의 집,한식>돼지고기구이,서울특별시 용산구 이태원로 245,37.5370050,127.0001290,,
엉클조 소시지 삼각지점,"술집>맥주,호프",서울특별시 용산구 한강대로62다길 1 1층,37.5336139,126.9738346,,
바다식당,"한식>찌개,전골",서울특별시 용산구 이태원로 245 2층,37.5368385,127.0001726,,
송루 신용산 본점,술집>요리주점,서울특별시 용산구 한강대로42길 12 지하1층,37.5305661,126.9702883,,https://www.instagram.com/three_idiots_try/
놀부보쌈&amp;부대찌개 용산역사아이파크몰점,"한식>족발,보쌈",서울특별시 용산구 한강대로23길 55 현대아이파크몰,37.5299174,126.9651347,,http://www.nolboo.co.kr/
창화돈 용산본점,"한식>육류,고기요리","서울특별시 용산구 백범로99길 56 1, 2층",37.5359424,126.9726795,,https://www.instagram.com/chang_meat
시그니처랩 용산아이파크몰점,음식점>양식,서울특별시 용산구 한강대로23길 55 아이파크몰 리빙파크 7층,37.5297718,126.9647415,,https://www.instagram.com/signature_lab/
서울드래곤시티 THE 26,음식점>양식,서울특별시 용산구 청파로20길 95 노보텔 스위트 앰배서더 용산 26F,37.5318744,126.9627434,,https://www.instagram.com/seouldragoncity/
단골집,음식점>퓨전음식,서울특별시 용산구 보광로59길 14-1 2층,37.5340618,126.9932437,,https://blog.naver.com/dangol_house
사이드쇼 용산아이파크몰점,음식점>분식,서울특별시 용산구 한강대로23길 55 6층 테이스트파크,37.5297718,126.9647415,,
순대실록 아이파크몰점,"한식>순대,순댓국",서울특별시 용산구 한강대로23길 55 리빙파크 D7 7층 순대실록,37.5297718,126.9647415,,https://www.instagram.com/sundaesilrok/
크리스탈제이드 상하이팰리스 용산아이파크몰점,음식점>중식당,서울특별시 용산구 한강대로23길 55 용산 아이파크몰 리빙파크관 7층,37.5294442,126.9639261,,https://app.catchtable.co.kr/ct/shop/crystaljade_yongsan
콘타이 용산아이파크몰점,음식점>태국음식,서울특별시 용산구 한강대로23길 55 용산현대아이파크몰 리빙파크 7층,37.5297718,126.9647415,,
르번미 이촌본점,음식점>베트남음식,서울특별시 용산구 이촌로77길 19,37.5204467,126.9751191,,http://www.lebunmie.com/
효뜨,음식점>베트남음식,서울특별시 용산구 한강대로38길 35 1층,37.5287384,126.9701454,,http://www.instagram.com/hieutu_seoul/
쏭타이치앙마이 신용산본점,음식점>태국음식,서울특별시 용산구 한강대로40길 39-5 1층 쏭타이치앙마이,37.5303650,126.9716020,,http://www.instagram.com/ssongthai_chiangmai
탕면,중식>중식당,서울특별시 은평구 진관3로 33 꿈에그린 상가 b111호,37.6402013,126.9198437,,
차이몬스터,중식>중식당,서울특별시 은평구 불광천길 334,37.5889900,126.9140675,,https://www.instagram.com/chaimonster1
짬뽕지존 연신내점,음식점>중식당,서울특별시 은평구 통일로 855-20 1층,37.6197432,126.9198618,,
중화원,중식>중식당,서울특별시 은평구 통일로66길 10-16 1층,37.6099580,126.9317413,,
핵밥 연신내점,음식점>일식>덮밥,서울특별시 은평구 연서로29길 4-1,37.6187266,126.9197261,,https://www.hecbob.com/
백소정 연신내점,음식점>일식>일식당,서울특별시 은평구 연서로29길 7-2 2층,37.6186917,126.9192057,,https://baeksojeong.com/
이치고이치에 연신내 본점,음식점>일식>일식당,서울특별시 은평구 연서로27길 26 1층,37.6185876,126.9170087,,https://www.instagram.com/egoe_no.1?igsh=MXU1MnNrd29jZXc5
맥도날드 구산점,양식>햄버거,서울특별시 은평구 연서로 131 홍천빌딩,37.6105980,126.9167472,,https://www.mcdonalds.co.kr/
스와가트 은평구파발,음식점>양식,서울특별시 은평구 통일로 1030 헤스티아1차상가 2층 207호,37.6343154,126.9176594,,https://smartstore.naver.com/swagat/products/7244601750#DEFAULT
롯데리아 구파발역점,양식>햄버거,서울특별시 은평구 진관동 68-35,37.6380295,126.9190256,,https://www.lotteria.com/
롯데리아 구산역점,양식>햄버거,서울특별시 은평구 연서로 130,37.6102751,126.9171433,,https://www.lotteria.com/
애슐리퀸즈 롯데몰 은평점,음식점>패밀리레스토랑,서울특별시 은평구 통일로 1050 롯데몰 은평점 4층 애슐리 퀸즈,37.6365340,126.9182209,,
서오릉피자 구산본점,음식점>양식>피자,서울특별시 은평구 서오릉로 124 1층,37.6104735,126.9189886,,http://www.seooreungpizza.com/default/
뭉텅 연신내점,한식>돼지고기구이,서울특별시 은평구 연서로29길 22 1층 뭉텅,37.6196901,126.9180143,,https://blog.naver.com/moongteong/
보들이족발 연신내점,"한식>족발,보쌈",서울특별시 은평구 연서로 230-10 보들이족발,37.6182465,126.9209925,,https://www.youtube.com/watch?v=pTQPYaGuGzY
명성왕족발 연신내점,"한식>족발,보쌈",서울특별시 은평구 통일로 850,37.6191765,126.9216029,,
삼정족발,"한식>족발,보쌈",서울특별시 은평구 통일로65길 10-8 1층 삼정족발,37.6096785,126.9300291,,
장충당 녹번점,"육류,고기요리>족발,보쌈",서울특별시 은평구 은평로 202 1층 장충당,37.6011938,126.9301807,,https://blog.naver.com/passionateyouth
충무칼국수,"한식>칼국수,만두",서울특별시 은평구 은평로 193 2층 충무칼국수,37.6017926,126.9292597,,https://www.ok114.co.kr/0231423198/
만석장 본점,음식점>한식,서울특별시 은평구 대서문길 43-10 1층,37.6558587,126.9495788,,
삼오순대국 불광역점,"한식>순대,순댓국",서울특별시 은평구 불광로1길 2 삼오순대국,37.6102856,126.9280974,,
이가네가마솥설렁탕,"한식>곰탕,설렁탕",서울특별시 은평구 진흥로 130,37.6075457,126.9246634,,http://leeganesulrungtang.cityfood.co.kr/
넷길이콩나물국밥 본점,한식>해장국,서울특별시 은평구 진흥로 139 용진빌딩,37.6083409,126.9253458,,https://www.instagram.com/fourgood79
역말리 순대국밥,"한식>순대,순댓국",서울특별시 은평구 서오릉로 106 1층,37.6094704,126.9203900,,https://www.instagram.com/yeokmalri__/
송추가마골 은평2호점,"한식>육류,고기요리",서울특별시 은평구 북한산로 228-1,37.6508349,126.9375601,,http://www.gamagoll.com/
양촌리 은평점,음식점>한식,서울특별시 은평구 은평로 141,37.6008580,126.9233530,,
삼동소바 롯데몰 은평점,"음식점>일식>우동,소바","서울특별시 은평구 통일로 1050 4층(진관동,롯데몰 은평점)",37.6371606,126.9178635,,http://samdongsoba.com/
갓덴스시 롯데몰 은평점,"음식점>일식>초밥,롤",서울특별시 은평구 통일로 1050 4층,37.6369467,126.9177542,,https://www.instagram.com/gattensushi_kr/
유라쿠,"음식점>일식>초밥,롤",서울특별시 은평구 연서로 214,37.6176845,126.9199514,,
스시온도,"음식점>일식>초밥,롤",서울특별시 은평구 불광천길 536 에필리움 1층 스시온도,37.5981390,126.9163921,,http://www.instagram.com/sushi_ondo
오레노라멘 은평점,음식점>일식>일본식라면,서울특별시 은평구 불광천길 366,37.5903473,126.9143700,,https://www.orenoramen.co.kr/
멘야다이고미 본점,음식점>일식>일본식라면,서울특별시 은평구 통일로 889 1층,37.6222768,126.9195427,,https://www.instagram.com/menyadaigomi/
호코 본점,음식점>일식>일식당,서울특별시 은평구 연서로27길 21 2층 호코,37.6183122,126.9171144,,https://www.instagram.com/hoco.seoul
훈연가,"한식>육류,고기요리",서울특별시 은평구 연서로29길 17-6 1층,37.6188829,126.9182534,,https://www.instagram.com/hoonyeonga?igsh=ZHZuOXByZWhwcWNq
등촌샤브칼국수 연신내점,"음식점>한식>칼국수,만두",서울특별시 은평구 연서로29길 21-7 1층,37.6190251,126.9179299,,
소담촌 구산직영점,음식점>일식>샤브샤브,서울특별시 은평구 서오릉로 145 상원빌딩 3층,37.6114334,126.9165717,,http://www.sodamchon.com/
편편집 응암점,음식점>일식>샤브샤브,서울특별시 은평구 응암로 319 1층 102호,37.5998096,126.9215935,,
샤브올데이 서울구파발점,음식점>일식>샤브샤브,서울특별시 은평구 진관3로 37 에코테라스 1층,37.6402012,126.9205300,,https://샤브올데이.com/
채선당 샤브보트 롯데몰은평점,음식점>일식>샤브샤브,서울특별시 은평구 통일로 1050 롯데몰 은평점 4층,37.6368052,126.9178525,,https://www.shabuboat.co.kr
서부감자국,한식>감자탕,서울특별시 은평구 서오릉로 8,37.6022569,126.9269249,,
미소복 원조 양평해장국,한식>해장국,서울특별시 은평구 연서로 203,37.6169403,126.9187505,,
